assetType,assetId,name,dateUpdated,contentSource,dateCreated,fileSize,gsisId,mCPID,dateTimeString,playId,originalFilename,assetOwner,dCLAssetType,aWSStatus,categories,contentType,dateUploadedToAWS,deliveredToMCP,gameID,timeCreated,season,arvatoAssetId,week,weekType,homeTeam,visitorTeam,closedCaptionAsset,cCFile,containsCC
video,5497472,58742_2923_NO  3-12  NO 33_Broadcast,2023-02-14T15:10:48,NFL League Office,2021-12-27T20:11:10,24601219,58742,1295309,2021-12-27T22:27:51.000-05:00,2923,058742_002923_0001_000_15000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497342,58742_2881_NO  2-7  NO 38_Sideline,2023-02-14T15:10:46,NFL League Office,2021-12-27T19:49:01,14056931,58742,1295049,2021-12-27T22:26:37.000-05:00,2881,058742_002881_0003_000_08000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497344,58742_2881_NO  2-7  NO 38_Endzone,2023-02-14T15:10:47,NFL League Office,2021-12-27T19:49:03,14123501,58742,1295393,2021-12-27T22:26:37.000-05:00,2881,058742_002881_0004_000_08000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497340,58742_2881_NO  2-7  NO 38_Broadcast,2023-02-14T15:10:45,NFL League Office,2021-12-27T19:48:59,26575440,58742,1295312,2021-12-27T22:26:37.000-05:00,2881,058742_002881_0001_000_15000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5496370,58742_287_NO  2-7  NO 19_Sideline,2023-02-14T14:59:51,NFL League Office,2021-12-27T17:33:02,12100248,58742,1294995,2021-12-27T20:24:28.000-05:00,287,058742_000287_0003_000_08000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5496372,58742_287_NO  2-7  NO 19_Endzone,2023-02-14T14:59:52,NFL League Office,2021-12-27T17:33:03,12081777,58742,1295344,2021-12-27T20:24:28.000-05:00,287,058742_000287_0004_000_08000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5496368,58742_287_NO  2-7  NO 19_Broadcast,2023-02-14T14:59:51,NFL League Office,2021-12-27T17:33:00,22727865,58742,1294991,2021-12-27T20:24:28.000-05:00,287,058742_000287_0001_000_15000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497336,58742_2858_NO  1-10  NO 35_Sideline,2023-02-14T15:10:43,NFL League Office,2021-12-27T19:48:50,13956705,58742,1295140,2021-12-27T22:26:00.000-05:00,2858,058742_002858_0003_000_08000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497338,58742_2858_NO  1-10  NO 35_Endzone,2023-02-14T15:10:44,NFL League Office,2021-12-27T19:48:55,14049564,58742,1295305,2021-12-27T22:26:00.000-05:00,2858,058742_002858_0004_000_08000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497334,58742_2858_NO  1-10  NO 35_Broadcast,2023-02-14T15:10:42,NFL League Office,2021-12-27T19:48:24,26440540,58742,1295222,2021-12-27T22:26:00.000-05:00,2858,058742_002858_0001_000_15000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
video,5497330,58742_2830_NO  1-10  NO 25_Sideline,2023-02-14T15:10:40,NFL League Office,2021-12-27T19:48:17,15089366,58742,1295047,2021-12-27T22:25:21.000-05:00,2830,058742_002830_0003_000_08000.mp4,,All 22,,,Timeline,,true,c5987819-b37c-11eb-8116-e420dc2f1097,,2021,,16,Regular Season,Saints,Dolphins,,,false
